State,County,fips,Year,Female life expectancy (years),"Female life expectancy (national, years)","Female life expectancy (state, years)",Male life expectancy (years),"Male life expectancy (national, years)","Male life expectancy (state, years)"
Kentucky,Knott County,21119,2010,76.42,80.79,78.20,70.16,76.07,73.16
Kentucky,Knox County,21121,2010,76.31,80.79,78.20,69.64,76.07,73.16
Kentucky,Larue County,21123,2010,79.00,80.79,78.20,72.99,76.07,73.16
Kentucky,Laurel County,21125,2010,77.24,80.79,78.20,71.48,76.07,73.16
Kentucky,Lawrence County,21127,2010,76.97,80.79,78.20,72.13,76.07,73.16
Kentucky,Lee County,21129,2010,76.72,80.79,78.20,68.51,76.07,73.16
Kentucky,Leslie County,21131,2010,74.12,80.79,78.20,68.70,76.07,73.16
Kentucky,Letcher County,21133,2010,76.41,80.79,78.20,68.94,76.07,73.16
Kentucky,Lewis County,21135,2010,77.38,80.79,78.20,71.33,76.07,73.16
Kentucky,Lincoln County,21137,2010,78.14,80.79,78.20,71.43,76.07,73.16
Kentucky,Livingston County,21139,2010,77.80,80.79,78.20,73.12,76.07,73.16
Kentucky,Logan County,21141,2010,77.21,80.79,78.20,72.98,76.07,73.16
Kentucky,Lyon County,21143,2010,78.08,80.79,78.20,73.59,76.07,73.16
Kentucky,McCracken County,21145,2010,78.51,80.79,78.20,72.12,76.07,73.16
Kentucky,McCreary County,21147,2010,75.93,80.79,78.20,71.87,76.07,73.16
Kentucky,McLean County,21149,2010,77.29,80.79,78.20,71.66,76.07,73.16
Kentucky,Madison County,21151,2010,78.34,80.79,78.20,74.72,76.07,73.16
Kentucky,Magoffin County,21153,2010,76.03,80.79,78.20,71.35,76.07,73.16
Kentucky,Marion County,21155,2010,78.40,80.79,78.20,73.38,76.07,73.16
Kentucky,Marshall County,21157,2010,77.80,80.79,78.20,73.12,76.07,73.16
Kentucky,Martin County,21159,2010,75.55,80.79,78.20,69.65,76.07,73.16
Kentucky,Mason County,21161,2010,77.90,80.79,78.20,72.87,76.07,73.16
Kentucky,Meade County,21163,2010,79.52,80.79,78.20,74.44,76.07,73.16
Kentucky,Menifee County,21165,2010,76.13,80.79,78.20,69.02,76.07,73.16
Kentucky,Mercer County,21167,2010,77.83,80.79,78.20,73.41,76.07,73.16
Kentucky,Metcalfe County,21169,2010,78.14,80.79,78.20,72.60,76.07,73.16
Kentucky,Monroe County,21171,2010,76.73,80.79,78.20,72.24,76.07,73.16
Kentucky,Montgomery County,21173,2010,78.70,80.79,78.20,72.78,76.07,73.16
Kentucky,Morgan County,21175,2010,76.03,80.79,78.20,71.35,76.07,73.16
Kentucky,Muhlenberg County,21177,2010,77.16,80.79,78.20,71.64,76.07,73.16
Kentucky,Nelson County,21179,2010,78.89,80.79,78.20,74.33,76.07,73.16
Kentucky,Nicholas County,21181,2010,77.43,80.79,78.20,71.74,76.07,73.16
Kentucky,Ohio County,21183,2010,78.19,80.79,78.20,73.84,76.07,73.16
Kentucky,Oldham County,21185,2010,81.12,80.79,78.20,76.93,76.07,73.16
Kentucky,Owen County,21187,2010,77.61,80.79,78.20,73.15,76.07,73.16
Kentucky,Owsley County,21189,2010,75.29,80.79,78.20,67.50,76.07,73.16
Kentucky,Pendleton County,21191,2010,76.57,80.79,78.20,72.04,76.07,73.16
Kentucky,Perry County,21193,2010,72.65,80.79,78.20,66.52,76.07,73.16
Kentucky,Pike County,21195,2010,75.03,80.79,78.20,67.50,76.07,73.16
Kentucky,Powell County,21197,2010,76.13,80.79,78.20,69.02,76.07,73.16
Kentucky,Pulaski County,21199,2010,78.12,80.79,78.20,72.29,76.07,73.16
Kentucky,Robertson County,21201,2010,76.57,80.79,78.20,72.04,76.07,73.16
Kentucky,Rockcastle County,21203,2010,76.39,80.79,78.20,71.49,76.07,73.16
Kentucky,Rowan County,21205,2010,78.20,80.79,78.20,72.32,76.07,73.16
Kentucky,Russell County,21207,2010,77.84,80.79,78.20,72.79,76.07,73.16
Kentucky,Scott County,21209,2010,78.46,80.79,78.20,76.23,76.07,73.16
Kentucky,Shelby County,21211,2010,80.15,80.79,78.20,75.87,76.07,73.16
Kentucky,Simpson County,21213,2010,78.47,80.79,78.20,73.28,76.07,73.16
Kentucky,Spencer County,21215,2010,78.69,80.79,78.20,74.88,76.07,73.16
Kentucky,Taylor County,21217,2010,79.85,80.79,78.20,72.23,76.07,73.16
Kentucky,Todd County,21219,2010,77.21,80.79,78.20,72.98,76.07,73.16
Kentucky,Trigg County,21221,2010,77.01,80.79,78.20,73.41,76.07,73.16
Kentucky,Trimble County,21223,2010,78.31,80.79,78.20,72.03,76.07,73.16
Kentucky,Union County,21225,2010,77.61,80.79,78.20,72.79,76.07,73.16
Kentucky,Warren County,21227,2010,79.00,80.79,78.20,75.47,76.07,73.16
Kentucky,Washington County,21229,2010,78.40,80.79,78.20,73.38,76.07,73.16
Kentucky,Wayne County,21231,2010,78.92,80.79,78.20,74.02,76.07,73.16
Kentucky,Webster County,21233,2010,77.29,80.79,78.20,71.66,76.07,73.16
Kentucky,Whitley County,21235,2010,75.45,80.79,78.20,70.83,76.07,73.16
Kentucky,Wolfe County,21237,2010,76.72,80.79,78.20,68.51,76.07,73.16
Kentucky,Woodford County,21239,2010,81.03,80.79,78.20,75.03,76.07,73.16
Louisiana,Acadia Parish,22001,2010,76.13,80.79,78.22,70.08,76.07,72.49
Louisiana,Allen Parish,22003,2010,79.40,80.79,78.22,74.79,76.07,72.49
Louisiana,Ascension Parish,22005,2010,80.02,80.79,78.22,74.22,76.07,72.49
Louisiana,Assumption Parish,22007,2010,78.62,80.79,78.22,73.13,76.07,72.49
Louisiana,Avoyelles Parish,22009,2010,77.24,80.79,78.22,70.31,76.07,72.49
Louisiana,Beauregard Parish,22011,2010,76.99,80.79,78.22,72.67,76.07,72.49
Louisiana,Bienville Parish,22013,2010,76.07,80.79,78.22,70.00,76.07,72.49
Louisiana,Bossier Parish,22015,2010,79.95,80.79,78.22,74.37,76.07,72.49
Louisiana,Caddo Parish,22017,2010,76.78,80.79,78.22,71.53,76.07,72.49
Louisiana,Calcasieu Parish,22019,2010,77.29,80.79,78.22,71.63,76.07,72.49
Louisiana,Caldwell Parish,22021,2010,76.11,80.79,78.22,70.30,76.07,72.49
Louisiana,Cameron Parish,22023,2010,78.43,80.79,78.22,70.13,76.07,72.49
Louisiana,Catahoula Parish,22025,2010,76.11,80.79,78.22,70.30,76.07,72.49
Louisiana,Claiborne Parish,22027,2010,76.85,80.79,78.22,72.86,76.07,72.49
Louisiana,Concordia Parish,22029,2010,76.72,80.79,78.22,69.89,76.07,72.49
Louisiana,De Soto Parish,22031,2010,77.44,80.79,78.22,71.02,76.07,72.49
Louisiana,East Baton Rouge Parish,22033,2010,78.70,80.79,78.22,73.33,76.07,72.49
Louisiana,East Carroll Parish,22035,2010,75.80,80.79,78.22,70.44,76.07,72.49
Louisiana,East Feliciana Parish,22037,2010,77.52,80.79,78.22,70.73,76.07,72.49
Louisiana,Evangeline Parish,22039,2010,76.51,80.79,78.22,70.29,76.07,72.49
Louisiana,Franklin Parish,22041,2010,76.49,80.79,78.22,70.64,76.07,72.49
Louisiana,Grant Parish,22043,2010,77.38,80.79,78.22,72.08,76.07,72.49
Louisiana,Iberia Parish,22045,2010,76.88,80.79,78.22,71.88,76.07,72.49
Louisiana,Iberville Parish,22047,2010,78.30,80.79,78.22,72.83,76.07,72.49
Louisiana,Jackson Parish,22049,2010,76.73,80.79,78.22,71.91,76.07,72.49
Louisiana,Jefferson Parish,22051,2010,79.66,80.79,78.22,73.87,76.07,72.49
Louisiana,Jefferson Davis Parish,22053,2010,78.43,80.79,78.22,70.13,76.07,72.49
Louisiana,Lafayette Parish,22055,2010,79.34,80.79,78.22,74.10,76.07,72.49
Louisiana,Lafourche Parish,22057,2010,79.73,80.79,78.22,73.62,76.07,72.49
Louisiana,LaSalle Parish,22059,2010,77.65,80.79,78.22,73.15,76.07,72.49
Louisiana,Lincoln Parish,22061,2010,78.52,80.79,78.22,73.27,76.07,72.49
Louisiana,Livingston Parish,22063,2010,78.57,80.79,78.22,72.43,76.07,72.49
Louisiana,Madison Parish,22065,2010,75.85,80.79,78.22,69.28,76.07,72.49
Louisiana,Morehouse Parish,22067,2010,76.12,80.79,78.22,69.82,76.07,72.49
Louisiana,Natchitoches Parish,22069,2010,77.51,80.79,78.22,72.36,76.07,72.49
Louisiana,Orleans Parish,22071,2010,79.17,80.79,78.22,71.70,76.07,72.49
Louisiana,Ouachita Parish,22073,2010,78.08,80.79,78.22,71.55,76.07,72.49
Louisiana,Plaquemines Parish,22075,2010,79.65,80.79,78.22,73.93,76.07,72.49
Louisiana,Pointe Coupee Parish,22077,2010,79.36,80.79,78.22,73.56,76.07,72.49
Louisiana,Rapides Parish,22079,2010,78.14,80.79,78.22,71.67,76.07,72.49
Louisiana,Red River Parish,22081,2010,76.07,80.79,78.22,70.00,76.07,72.49
Louisiana,Richland Parish,22083,2010,75.85,80.79,78.22,69.28,76.07,72.49
Louisiana,Sabine Parish,22085,2010,76.95,80.79,78.22,73.20,76.07,72.49
Louisiana,St. Bernard Parish,22087,2010,75.11,80.79,78.22,70.49,76.07,72.49
Louisiana,St. Charles Parish,22089,2010,78.55,80.79,78.22,74.58,76.07,72.49
Louisiana,St. Helena Parish,22091,2010,77.52,80.79,78.22,70.73,76.07,72.49
Louisiana,St. James Parish,22093,2010,78.79,80.79,78.22,73.24,76.07,72.49
Louisiana,St. John the Baptist Parish,22095,2010,76.62,80.79,78.22,71.44,76.07,72.49
Louisiana,St. Landry Parish,22097,2010,75.57,80.79,78.22,70.29,76.07,72.49
Louisiana,St. Martin Parish,22099,2010,77.92,80.79,78.22,72.48,76.07,72.49
Louisiana,St. Mary Parish,22101,2010,77.89,80.79,78.22,72.33,76.07,72.49
Louisiana,St. Tammany Parish,22103,2010,80.23,80.79,78.22,75.00,76.07,72.49
Louisiana,Tangipahoa Parish,22105,2010,76.82,80.79,78.22,70.78,76.07,72.49
Louisiana,Tensas Parish,22107,2010,76.72,80.79,78.22,69.89,76.07,72.49
Louisiana,Terrebonne Parish,22109,2010,77.09,80.79,78.22,72.39,76.07,72.49
Louisiana,Union Parish,22111,2010,77.13,80.79,78.22,72.93,76.07,72.49
Louisiana,Vermilion Parish,22113,2010,78.66,80.79,78.22,73.02,76.07,72.49
Louisiana,Vernon Parish,22115,2010,78.48,80.79,78.22,73.56,76.07,72.49
Louisiana,Washington Parish,22117,2010,76.24,80.79,78.22,69.69,76.07,72.49
Louisiana,Webster Parish,22119,2010,76.45,80.79,78.22,70.30,76.07,72.49
Louisiana,West Baton Rouge Parish,22121,2010,79.79,80.79,78.22,73.90,76.07,72.49
Louisiana,West Carroll Parish,22123,2010,75.80,80.79,78.22,70.44,76.07,72.49
Louisiana,West Feliciana Parish,22125,2010,79.79,80.79,78.22,73.90,76.07,72.49
Louisiana,Winn Parish,22127,2010,75.20,80.79,78.22,71.65,76.07,72.49
Maine,Androscoggin County,23001,2010,80.18,80.79,80.87,75.57,76.07,76.49
Maine,Aroostook County,23003,2010,81.00,80.79,80.87,75.57,76.07,76.49
Maine,Cumberland County,23005,2010,82.07,80.79,80.87,77.81,76.07,76.49
Maine,Franklin County,23007,2010,80.05,80.79,80.87,76.41,76.07,76.49
Maine,Hancock County,23009,2010,81.93,80.79,80.87,77.03,76.07,76.49
Maine,Kennebec County,23011,2010,79.12,80.79,80.87,75.87,76.07,76.49
Maine,Knox County,23013,2010,81.72,80.79,80.87,77.08,76.07,76.49
Maine,Lincoln County,23015,2010,81.66,80.79,80.87,77.19,76.07,76.49
Maine,Oxford County,23017,2010,80.22,80.79,80.87,76.00,76.07,76.49
Maine,Penobscot County,23019,2010,80.15,80.79,80.87,75.54,76.07,76.49
Maine,Piscataquis County,23021,2010,80.10,80.79,80.87,74.59,76.07,76.49
Maine,Sagadahoc County,23023,2010,81.15,80.79,80.87,77.69,76.07,76.49
Maine,Somerset County,23025,2010,79.47,80.79,80.87,74.71,76.07,76.49
Maine,Waldo County,23027,2010,80.43,80.79,80.87,76.61,76.07,76.49
Maine,Washington County,23029,2010,79.82,80.79,80.87,73.74,76.07,76.49
Maine,York County,23031,2010,81.87,80.79,80.87,77.42,76.07,76.49
Maryland,Allegany County,24001,2010,78.77,80.79,80.82,75.11,76.07,76.15
Maryland,Anne Arundel County,24003,2010,81.11,80.79,80.82,76.78,76.07,76.15
Maryland,Baltimore County,24005,2010,80.80,80.79,80.82,75.90,76.07,76.15
Maryland,Calvert County,24009,2010,80.95,80.79,80.82,76.54,76.07,76.15
Maryland,Caroline County,24011,2010,78.90,80.79,80.82,74.31,76.07,76.15
Maryland,Carroll County,24013,2010,81.74,80.79,80.82,76.65,76.07,76.15
Maryland,Cecil County,24015,2010,78.74,80.79,80.82,73.50,76.07,76.15
Maryland,Charles County,24017,2010,80.23,80.79,80.82,75.56,76.07,76.15
Maryland,Dorchester County,24019,2010,79.19,80.79,80.82,74.26,76.07,76.15
Maryland,Frederick County,24021,2010,82.20,80.79,80.82,78.24,76.07,76.15
Maryland,Garrett County,24023,2010,80.66,80.79,80.82,75.43,76.07,76.15
Maryland,Harford County,24025,2010,81.29,80.79,80.82,76.71,76.07,76.15
Maryland,Howard County,24027,2010,83.01,80.79,80.82,80.41,76.07,76.15
Maryland,Kent County,24029,2010,81.29,80.79,80.82,74.67,76.07,76.15
Maryland,Montgomery County,24031,2010,84.87,80.79,80.82,81.57,76.07,76.15
Maryland,Prince George's County,24033,2010,79.78,80.79,80.82,74.81,76.07,76.15
Maryland,Queen Anne's County,24035,2010,81.68,80.79,80.82,77.74,76.07,76.15
Maryland,St. Mary's County,24037,2010,80.57,80.79,80.82,76.02,76.07,76.15
Maryland,Somerset County,24039,2010,78.09,80.79,80.82,73.98,76.07,76.15
Maryland,Talbot County,24041,2010,81.73,80.79,80.82,77.08,76.07,76.15
Maryland,Washington County,24043,2010,79.53,80.79,80.82,75.94,76.07,76.15
Maryland,Wicomico County,24045,2010,79.06,80.79,80.82,73.67,76.07,76.15
Maryland,Worcester County,24047,2010,81.40,80.79,80.82,76.33,76.07,76.15
Maryland,Baltimore City,24510,2010,76.03,80.79,80.82,68.94,76.07,76.15
Massachusetts,Barnstable County,25001,2010,83.06,80.79,82.40,77.59,76.07,77.82
Massachusetts,Berkshire County,25003,2010,82.18,80.79,82.40,77.38,76.07,77.82
Massachusetts,Bristol County,25005,2010,81.73,80.79,82.40,76.22,76.07,77.82
Massachusetts,Dukes County,25007,2010,82.68,80.79,82.40,79.31,76.07,77.82
Massachusetts,Essex County,25009,2010,82.62,80.79,82.40,78.21,76.07,77.82
Massachusetts,Franklin County,25011,2010,82.49,80.79,82.40,77.65,76.07,77.82
Massachusetts,Hampden County,25013,2010,81.04,80.79,82.40,75.80,76.07,77.82
Massachusetts,Hampshire County,25015,2010,82.41,80.79,82.40,77.67,76.07,77.82
Massachusetts,Middlesex County,25017,2010,83.21,80.79,82.40,79.27,76.07,77.82
Massachusetts,Nantucket County,25019,2010,83.06,80.79,82.40,77.59,76.07,77.82
Massachusetts,Norfolk County,25021,2010,83.16,80.79,82.40,79.07,76.07,77.82
Massachusetts,Plymouth County,25023,2010,81.38,80.79,82.40,76.91,76.07,77.82
Massachusetts,Suffolk County,25025,2010,82.12,80.79,82.40,76.40,76.07,77.82
Massachusetts,Worcester County,25027,2010,81.68,80.79,82.40,77.42,76.07,77.82
Michigan,Alcona County,26001,2010,79.63,80.79,80.08,73.78,76.07,75.48
Michigan,Alger County,26003,2010,80.87,80.79,80.08,76.04,76.07,75.48
Michigan,Allegan County,26005,2010,80.58,80.79,80.08,77.08,76.07,75.48
Michigan,Alpena County,26007,2010,80.40,80.79,80.08,75.44,76.07,75.48
Michigan,Antrim County,26009,2010,81.81,80.79,80.08,77.03,76.07,75.48
Michigan,Arenac County,26011,2010,78.40,80.79,80.08,74.15,76.07,75.48
Michigan,Baraga County,26013,2010,80.68,80.79,80.08,75.89,76.07,75.48
Michigan,Barry County,26015,2010,80.89,80.79,80.08,77.55,76.07,75.48
Michigan,Bay County,26017,2010,79.97,80.79,80.08,75.10,76.07,75.48
Michigan,Benzie County,26019,2010,81.27,80.79,80.08,76.53,76.07,75.48
Michigan,Berrien County,26021,2010,79.86,80.79,80.08,75.01,76.07,75.48
Michigan,Branch County,26023,2010,79.60,80.79,80.08,75.03,76.07,75.48
Michigan,Calhoun County,26025,2010,78.36,80.79,80.08,72.99,76.07,75.48
Michigan,Cass County,26027,2010,80.44,80.79,80.08,74.58,76.07,75.48
Michigan,Charlevoix County,26029,2010,81.07,80.79,80.08,76.73,76.07,75.48
Michigan,Cheboygan County,26031,2010,80.34,80.79,80.08,76.43,76.07,75.48
Michigan,Chippewa County,26033,2010,80.10,80.79,80.08,77.37,76.07,75.48
Michigan,Clare County,26035,2010,78.76,80.79,80.08,73.39,76.07,75.48
Michigan,Clinton County,26037,2010,82.59,80.79,80.08,78.49,76.07,75.48
Michigan,Crawford County,26039,2010,79.05,80.79,80.08,75.08,76.07,75.48
Michigan,Delta County,26041,2010,81.79,80.79,80.08,76.49,76.07,75.48
Michigan,Dickinson County,26043,2010,81.52,80.79,80.08,77.14,76.07,75.48
Michigan,Eaton County,26045,2010,80.96,80.79,80.08,77.46,76.07,75.48
Michigan,Emmet County,26047,2010,81.04,80.79,80.08,78.26,76.07,75.48
Michigan,Genesee County,26049,2010,78.37,80.79,80.08,73.25,76.07,75.48
Michigan,Gladwin County,26051,2010,79.47,80.79,80.08,74.29,76.07,75.48
Michigan,Gogebic County,26053,2010,79.43,80.79,80.08,75.17,76.07,75.48
Michigan,Grand Traverse County,26055,2010,81.82,80.79,80.08,77.18,76.07,75.48
Michigan,Gratiot County,26057,2010,79.08,80.79,80.08,75.05,76.07,75.48
Michigan,Hillsdale County,26059,2010,80.45,80.79,80.08,74.74,76.07,75.48
Michigan,Houghton County,26061,2010,79.89,80.79,80.08,75.61,76.07,75.48
Michigan,Huron County,26063,2010,80.55,80.79,80.08,75.10,76.07,75.48
Michigan,Ingham County,26065,2010,80.22,80.79,80.08,76.70,76.07,75.48
Michigan,Ionia County,26067,2010,79.28,80.79,80.08,75.33,76.07,75.48
Michigan,Iosco County,26069,2010,79.93,80.79,80.08,75.13,76.07,75.48
Michigan,Iron County,26071,2010,80.68,80.79,80.08,75.89,76.07,75.48
Michigan,Isabella County,26073,2010,80.90,80.79,80.08,75.80,76.07,75.48
Michigan,Jackson County,26075,2010,80.41,80.79,80.08,75.49,76.07,75.48
Michigan,Kalamazoo County,26077,2010,79.86,80.79,80.08,75.64,76.07,75.48
Michigan,Kalkaska County,26079,2010,79.95,80.79,80.08,75.19,76.07,75.48
Michigan,Kent County,26081,2010,81.70,80.79,80.08,77.54,76.07,75.48
Michigan,Keweenaw County,26083,2010,79.89,80.79,80.08,75.61,76.07,75.48
Michigan,Lake County,26085,2010,80.35,80.79,80.08,75.35,76.07,75.48
Michigan,Lapeer County,26087,2010,80.01,80.79,80.08,75.39,76.07,75.48
Michigan,Leelanau County,26089,2010,83.34,80.79,80.08,80.41,76.07,75.48
Michigan,Lenawee County,26091,2010,80.16,80.79,80.08,76.19,76.07,75.48
Michigan,Livingston County,26093,2010,81.65,80.79,80.08,77.90,76.07,75.48
Michigan,Luce County,26095,2010,81.03,80.79,80.08,75.54,76.07,75.48
Michigan,Mackinac County,26097,2010,81.03,80.79,80.08,75.54,76.07,75.48
Michigan,Macomb County,26099,2010,80.65,80.79,80.08,75.69,76.07,75.48
Michigan,Manistee County,26101,2010,80.99,80.79,80.08,76.72,76.07,75.48
Michigan,Marquette County,26103,2010,81.45,80.79,80.08,76.62,76.07,75.48
Michigan,Mason County,26105,2010,80.42,80.79,80.08,76.19,76.07,75.48
Michigan,Mecosta County,26107,2010,81.41,80.79,80.08,76.43,76.07,75.48
Michigan,Menominee County,26109,2010,81.68,80.79,80.08,77.47,76.07,75.48
Michigan,Midland County,26111,2010,82.28,80.79,80.08,77.55,76.07,75.48
Michigan,Missaukee County,26113,2010,79.33,80.79,80.08,75.89,76.07,75.48
Michigan,Monroe County,26115,2010,80.16,80.79,80.08,75.91,76.07,75.48
Michigan,Montcalm County,26117,2010,79.80,80.79,80.08,75.64,76.07,75.48
Michigan,Montmorency County,26119,2010,79.59,80.79,80.08,74.97,76.07,75.48
Michigan,Muskegon County,26121,2010,79.93,80.79,80.08,74.57,76.07,75.48
Michigan,Newaygo County,26123,2010,79.87,80.79,80.08,75.24,76.07,75.48
Michigan,Oakland County,26125,2010,81.39,80.79,80.08,77.63,76.07,75.48
Michigan,Oceana County,26127,2010,80.39,80.79,80.08,75.46,76.07,75.48
Michigan,Ogemaw County,26129,2010,79.60,80.79,80.08,74.51,76.07,75.48
Michigan,Ontonagon County,26131,2010,79.43,80.79,80.08,75.17,76.07,75.48
Michigan,Osceola County,26133,2010,80.35,80.79,80.08,75.35,76.07,75.48
Michigan,Oscoda County,26135,2010,79.63,80.79,80.08,73.78,76.07,75.48
Michigan,Otsego County,26137,2010,81.02,80.79,80.08,75.53,76.07,75.48
Michigan,Ottawa County,26139,2010,82.78,80.79,80.08,79.80,76.07,75.48
Michigan,Presque Isle County,26141,2010,79.59,80.79,80.08,74.97,76.07,75.48
Michigan,Roscommon County,26143,2010,79.88,80.79,80.08,74.87,76.07,75.48
Michigan,Saginaw County,26145,2010,79.68,80.79,80.08,74.65,76.07,75.48
Michigan,St. Clair County,26147,2010,79.17,80.79,80.08,74.24,76.07,75.48
Michigan,St. Joseph County,26149,2010,79.03,80.79,80.08,74.01,76.07,75.48
Michigan,Sanilac County,26151,2010,80.26,80.79,80.08,75.20,76.07,75.48
Michigan,Schoolcraft County,26153,2010,80.87,80.79,80.08,76.04,76.07,75.48
Michigan,Shiawassee County,26155,2010,79.45,80.79,80.08,74.00,76.07,75.48
Michigan,Tuscola County,26157,2010,79.58,80.79,80.08,74.28,76.07,75.48
Michigan,Van Buren County,26159,2010,79.23,80.79,80.08,73.88,76.07,75.48
Michigan,Washtenaw County,26161,2010,81.91,80.79,80.08,79.04,76.07,75.48
Michigan,Wayne County,26163,2010,77.96,80.79,80.08,72.19,76.07,75.48
Michigan,Wexford County,26165,2010,79.18,80.79,80.08,75.89,76.07,75.48
Minnesota,Aitkin County,27001,2010,82.62,80.79,82.47,77.59,76.07,78.19
Minnesota,Anoka County,27003,2010,82.85,80.79,82.47,78.30,76.07,78.19
Minnesota,Becker County,27005,2010,80.79,80.79,82.47,76.47,76.07,78.19
Minnesota,Beltrami County,27007,2010,81.29,80.79,82.47,75.78,76.07,78.19
Minnesota,Benton County,27009,2010,81.99,80.79,82.47,76.95,76.07,78.19
Minnesota,Big Stone County,27011,2010,82.27,80.79,82.47,77.56,76.07,78.19
Minnesota,Blue Earth County,27013,2010,83.06,80.79,82.47,78.05,76.07,78.19
Minnesota,Brown County,27015,2010,83.86,80.79,82.47,77.64,76.07,78.19
Minnesota,Carlton County,27017,2010,80.34,80.79,82.47,76.36,76.07,78.19
Minnesota,Carver County,27019,2010,83.03,80.79,82.47,79.72,76.07,78.19
Minnesota,Cass County,27021,2010,80.86,80.79,82.47,76.84,76.07,78.19
Minnesota,Chippewa County,27023,2010,82.34,80.79,82.47,78.41,76.07,78.19
Minnesota,Chisago County,27025,2010,81.78,80.79,82.47,77.80,76.07,78.19
Minnesota,Clay County,27027,2010,81.70,80.79,82.47,78.29,76.07,78.19
Minnesota,Clearwater County,27029,2010,81.36,80.79,82.47,76.24,76.07,78.19
Minnesota,Cook County,27031,2010,82.43,80.79,82.47,77.17,76.07,78.19
Minnesota,Cottonwood County,27033,2010,82.53,80.79,82.47,76.53,76.07,78.19
Minnesota,Crow Wing County,27035,2010,81.87,80.79,82.47,77.91,76.07,78.19
Minnesota,Dakota County,27037,2010,83.16,80.79,82.47,79.46,76.07,78.19
Minnesota,Dodge County,27039,2010,81.98,80.79,82.47,77.33,76.07,78.19
Minnesota,Douglas County,27041,2010,82.29,80.79,82.47,79.02,76.07,78.19
Minnesota,Faribault County,27043,2010,83.61,80.79,82.47,76.77,76.07,78.19
Minnesota,Fillmore County,27045,2010,82.95,80.79,82.47,78.04,76.07,78.19
Minnesota,Freeborn County,27047,2010,81.86,80.79,82.47,77.72,76.07,78.19
Minnesota,Goodhue County,27049,2010,81.98,80.79,82.47,77.67,76.07,78.19
Minnesota,Grant County,27051,2010,82.86,80.79,82.47,78.03,76.07,78.19
Minnesota,Hennepin County,27053,2010,82.58,80.79,82.47,78.64,76.07,78.19
Minnesota,Houston County,27055,2010,83.07,80.79,82.47,78.08,76.07,78.19
Minnesota,Hubbard County,27057,2010,81.75,80.79,82.47,77.47,76.07,78.19
Minnesota,Isanti County,27059,2010,82.69,80.79,82.47,77.91,76.07,78.19
Minnesota,Itasca County,27061,2010,82.28,80.79,82.47,76.68,76.07,78.19
Minnesota,Jackson County,27063,2010,82.59,80.79,82.47,78.22,76.07,78.19
Minnesota,Kanabec County,27065,2010,80.36,80.79,82.47,76.28,76.07,78.19
